Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Kim G., Kim S.-S., Jeon J., Yoon S.I., Hong S., Cho Y.J., Misra A., Ozdemir S., Yin J., Ghazaryan D., Holwill M., Mishchenko A., Andreeva D.V., Kim Y.-J., Jeong H.Y., Jang A.-R., Chung H.-J., Geim A.K., Novoselov K.S., Sohn B.-H., Shin H.S.","55428486500;57187388700;57190338757;56384728100;57189713781;57205472749;57197668620;57200192566;56669095200;57198352401;57197816748;25625173700;7004661735;57202143540;56463365400;54984009100;35072462000;7004967893;22135804300;7005650823;57001855500;","Planar and van der Waals heterostructures for vertical tunnelling single electron transistors",2019,"Nature Communications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060148267&doi=10.1038%2fs41467-018-08227-1&partnerID=40&md5=1914c003377863bcf3e35e51edf04510","Despite a rich choice of two-dimensional materials, which exists these days, heterostructures, both vertical (van der Waals) and in-plane, offer an unprecedented control over the properties and functionalities of the resulted structures. Thus, planar heterostructures allow p-n junctions between different two-dimensional semiconductors and graphene nanoribbons with well-defined edges; and vertical heterostructures resulted in the observation of superconductivity in purely carbon-based systems and realisation of vertical tunnelling transistors. Here we demonstrate simultaneous use of in-plane and van der Waals heterostructures to build vertical single electron tunnelling transistors. We grow graphene quantum dots inside the matrix of hexagonal boron nitride, which allows a dramatic reduction of the number of localised states along the perimeter of the quantum dots. The use of hexagonal boron nitride tunnel barriers as contacts to the graphene quantum dots make our transistors reproducible and not dependent on the localised states, opening even larger flexibility when designing future devices. © 2019, The Author(s).",,"graphene; nanoribbon; nitrogen; platinum nanoparticle; quantum dot; Article; conductance; electron; electron energy loss spectroscopy; electron transport; Raman spectrometry; superconductivity","English",Article,Scopus,2-s2.0-85060148267
"Ulianov S.V., Doronin S.A., Khrameeva E.E., Kos P.I., Luzhin A.V., Starikov S.S., Galitsyna A.A., Nenasheva V.V., Ilyin A.A., Flyamer I.M., Mikhaleva E.A., Logacheva M.D., Gelfand M.S., Chertovich A.V., Gavrilov A.A., Razin S.V., Shevelyov Y.Y.","54586135200;53363360800;25627689800;56378483700;57190181649;57200516640;56966698700;6602467185;57195240025;57090945400;6603408713;11940720000;7201803297;6602290805;57208356127;24374782900;6602232827;","Nuclear lamina integrity is required for proper spatial organization of chromatin in Drosophila",2019,"Nature Communications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062880779&doi=10.1038%2fs41467-019-09185-y&partnerID=40&md5=82750e29c9521027b844fa5c90e8638e","How the nuclear lamina (NL) impacts on global chromatin architecture is poorly understood. Here, we show that NL disruption in Drosophila S2 cells leads to chromatin compaction and repositioning from the nuclear envelope. This increases the chromatin density in a fraction of topologically-associating domains (TADs) enriched in active chromatin and enhances interactions between active and inactive chromatin. Importantly, upon NL disruption the NL-associated TADs become more acetylated at histone H3 and less compact, while background transcription is derepressed. Two-colour FISH confirms that a TAD becomes less compact following its release from the NL. Finally, polymer simulations show that chromatin binding to the NL can per se compact attached TADs. Collectively, our findings demonstrate a dual function of the NL in shaping the 3D genome. Attachment of TADs to the NL makes them more condensed but decreases the overall chromatin density in the nucleus by stretching interphase chromosomes. © 2019, The Author(s).",,"histone; animal; animal model; cell line; chromatin; chromatin assembly and disassembly; down regulation; Drosophila melanogaster; fluorescence in situ hybridization; gene; gene expression profiling; genetics; insect chromosome; metabolism; nuclear lamina; upregulation; Animals; Cell Line; Chromatin; Chromatin Assembly and Disassembly; Chromosomes, Insect; Down-Regulation; Drosophila melanogaster; Gene Expression Profiling; Genes, Insect; Histones; In Situ Hybridization, Fluorescence; Models, Animal; Nuclear Lamina; Up-Regulation","English",Article,Scopus,2-s2.0-85062880779
"Wolfe J.M., Utochkin I.S.","14036406400;14020843800;","What is a preattentive feature?",2019,"Current Opinion in Psychology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056808161&doi=10.1016%2fj.copsyc.2018.11.005&partnerID=40&md5=a3045ea5d2837913e026e82c13bb54f7","The concept of a preattentive feature has been central to vision and attention research for about half a century. A preattentive feature is a feature that guides attention in visual search and that cannot be decomposed into simpler features. While that definition seems straightforward, there is no simple diagnostic test that infallibly identifies a preattentive feature. This paper briefly reviews the criteria that have been proposed and illustrates some of the difficulties of definition. © 2018 Elsevier Ltd",,,"English",Review,Scopus,2-s2.0-85056808161
"Maslova N.S., Arseyev P.I., Mantsevich V.N.","7005487950;6602441064;15926177300;","Effect of phonon induced spin-flip processes on correlated quantum dot kinetics",2019,"Physica E: Low-Dimensional Systems and Nanostructures",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065394647&doi=10.1016%2fj.physe.2019.04.014&partnerID=40&md5=5eb2100a4ccbd16b5c2733b21ad9b948","We present a theoretical analysis of relaxation processes in a correlated quantum dot (QD)coupled to a reservoir in the presence of electron-phonon interaction. The effect of both electron-phonon interaction and Coulomb correlations on system's kinetics is analyzed by means of equations of motion for generalized non-equilibrium Green's functions. It is shown that phonon-assisted tunneling enhances the relaxation processes in a correlated quantum dot. Moreover, electron-phonon interaction changes stationary values and typical relaxation rates of the second-order correlation functions for localized electrons. In spite of the fact that electron-phonon interaction is spin independent, it strongly influences spin correlations in the presence of Coulomb interactions between localized electrons. This effect appears to be due to phonon-induced spin-flip processes of localized electrons. © 2019 Elsevier B.V.","Correlated quantum dots; Coulomb correlations and electron-phonon interaction; Relaxation processes; Spin-flip processes","Coulomb blockade; Electron-phonon interactions; Equations of motion; Nanocrystals; Relaxation processes; Semiconductor quantum dots; Coulomb correlations; Localized electrons; Non-equilibrium Green's function; Phonon assisted tunneling; Second-order correlation functions; Spin correlations; Spin-flip process; Station-ary values; Electrons","English",Article,Scopus,2-s2.0-85065394647
"Kovaleva M., Manevitch L., Romeo F.","56439342700;7004181711;56248941100;","Stationary and non-stationary oscillatory dynamics of the parametric pendulum",2019,"Communications in Nonlinear Science and Numerical Simulation",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064656181&doi=10.1016%2fj.cnsns.2019.02.016&partnerID=40&md5=cfa6f3af0dddeab9d0aec501c7ff0548","The nonlinear dynamics of a parametrically excited pendulum is addressed. The proposed analytical approach aims at describing the pendulum dynamics beyond the simplified regimes usually considered in literature, where stationary and small amplitude oscillations are assumed. Thus, by combining complexification and Limiting Phase Trajectory (LPT) concepts, both stationary and non-stationary dynamic regimes are considered in the neighborhood of the main parametric resonance, without any restriction on the pendulum oscillation amplitudes. The advantage of the proposed approach lies in the possibility of identifying the strongly modulated regimes for arbitrary initial conditions and high-amplitude excitation, cases in which the conventionally used quasilinear approximation is not valid. The identification of the bifurcations of the stationary states as well as the large-amplitude corrections of the stability thresholds emanating from the main parametric resonance are also provided. © 2019","Limiting phase trajectories; Non-stationary dynamics; Parametric pendulum; Two-scale expansions","Dynamics; Parametric devices; Non-stationary dynamics; Oscillation amplitude; Oscillatory dynamics; Parametric pendulum; Parametrically excited pendulums; Phase trajectory; Small-amplitude oscillations; Two-scale expansions; Pendulums","English",Article,Scopus,2-s2.0-85064656181
"Teplova T.V., Sokolova T.V.","56030567300;56988766100;","Building the Index of Efficiency of FDI Transformation: Economic Development and Intellectual Capital",2019,"Emerging Markets Finance and Trade",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060347118&doi=10.1080%2f1540496X.2018.1525356&partnerID=40&md5=7ac32413ca7498ddaa11bc4b14f906e2","We propose an original approach to constructing an index of efficiency of FDI transformation into steady economic and innovation growth. As factors of efficient transformation we consider many institutional indicators. We rank countries on the sample of 31 developed and developing economies. The results of bivariate and multivariate Granger tests show that FDI causes economic development and intellectual capital in a number of indicators. With nonparametric DEA method and Malmquist Index we identify countries at the efficiency frontier by the quality of FDI management. Change in efficiency over time along the IC growth path is highly influenced by government effectiveness. ©, Copyright © Taylor & Francis Group, LLC.","Data Envelopment Analysis; FDI; intellectual capital; Malmquist Index",,"English",Article,Scopus,2-s2.0-85060347118
"Semenova M., Shapkin A.","24823591100;57205604656;","Currency Shifts as a Market Discipline Device: The Case of the Russian Market for Personal Deposits",2019,"Emerging Markets Finance and Trade",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060738312&doi=10.1080%2f1540496X.2018.1562890&partnerID=40&md5=9c98b75232b1f81b3d0a8c9c0d6fe874","In developing economies, which rely considerably on the dollar and euro, changes in the currency structure of bank deposits may be strategic and may work as an additional market discipline mechanism. This study sheds light on this currency shifts mechanism in the Russian market for personal deposits. Using data on 900 banks for 2005–2015, we show that less risky banks demonstrate higher growth in the share of deposits denominated in foreign currency (FX), even when the exchange rate volatility component is extracted. The shifts are supported by the quantity-based mechanism as more reliable banks enjoy higher FX deposit growth. ©, Copyright © Taylor & Francis Group, LLC.","banks; currency shifts; market discipline; personal deposits; Russia",,"English",Article,Scopus,2-s2.0-85060738312
"Kivinen S., Tumennasan N.","57193535616;55436940300;","Consensus in social networks: Revisited",2019,"Journal of Mathematical Economics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064734329&doi=10.1016%2fj.jmateco.2019.03.006&partnerID=40&md5=3bae7ed7dbef614219c113767393cad1","We analyze the convergence of opinions or beliefs in a general social network with non-Bayesian agents. We provide a new sufficient condition under which opinions converge to consensus and the condition is significantly more permissive than that of Lorenz (2005). This condition, which depends on properties of the network, requires agents to incorporate others’ opinions into their own posterior sufficiently often. © 2019 Elsevier B.V.","Consensus; Learning; Networks",,"English",Article,Scopus,2-s2.0-85064734329
"Leal A.F.R., Rakov V.A., Rocha B.R.P.","57188690965;57203079997;35330638800;","Compact intracloud discharges: New classification of field waveforms and identification by lightning locating systems",2019,"Electric Power Systems Research",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065463424&doi=10.1016%2fj.epsr.2019.04.016&partnerID=40&md5=66402da2e6fdc3688b2f91851178854c","We analyzed wideband electric field waveforms of 1022 compact intracloud discharges (CIDs)that transported negative charge upward and were recorded in 2016 by the Lightning Detection and Waveform Storage System (LDWSS)operating at the Lightning Observatory in Gainesville (LOG), Florida. According to the NLDN, all the examined events occurred within 500 km of the LOG. CIDs, which are the strongest natural producers of HF-VHF radiation on Earth may represent a serious threat to airborne vehicles. They were distinguished from other lightning processes using their characteristic features in both the time-domain waveform and the frequency spectrum. Eleven types of CID electric field waveshapes were identified, seven of which have not been reported as separate types before. More than half of the observed CIDs showed pronounced ringing on the opposite-polarity overshoot of their bipolar electric field waveforms, which is indicative of a bouncing wave process. Two major lightning locating systems (NLDN and ENTLN)each reported most of our CIDs as CGs (essentially all as +CGs). The percentage of misclassified CIDs was higher for higher-intensity events: for peak current ranges of 0–20 kA, 20–50 kA, and ≥50 kA NLDN misclassified 10%, 97%, and 100% of CIDs, respectively. The corresponding percentages for ENTLN were 2%, 63%, and 100%. © 2019 Elsevier B.V.","Compact intracloud discharge (CID); Electric field waveforms; ENTLN; Frequency spectra; Lightning Detection and Waveform Storage System (LDWSS); NLDN","Lightning; Spectroscopy; Electric field waveform; ENTLN; Frequency spectra; Intracloud discharge; NLDN; Wave forms; Electric discharges","English",Article,Scopus,2-s2.0-85065463424
"Polyakova M., Semenov A.V., Kovalyuk V., Ferrari S., Pernice W.H.P., Gol'tsman G.N.","57208646579;56879243200;35778256000;56594333800;16040560600;7006771637;","Protocol of Measuring Hot-Spot Correlation Length for SNSPDs with Near-Unity Detection Efficiency",2019,"IEEE Transactions on Applied Superconductivity",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065427536&doi=10.1109%2fTASC.2019.2906267&partnerID=40&md5=02f2de103f8a97a39e56e621a665d490","We present a simple quantum detector tomography protocol, which allows, without ambiguities, to measure the two-spot detection efficiency and extract the hot-spot interaction length of superconducting nanowire single photon detectors (SNSPDs) with unity intrinsic detection efficiency. We identify a significant parasitic contribution to the measured two-spot efficiency, related to an effect of the bias circuit, and find a way to rule out this contribution during data post-processing and directly in the experiment. From the data analysis for waveguide-integrated SNSPD, we find signatures of the saturation of the two-spot efficiency and hot-spot interaction length of order of 100 nm. © 2002-2011 IEEE.","algorithms; Nanowire single-photon detector; superconducting materials measurements","Algorithms; Avalanche photodiodes; Data handling; Excitons; Nanowires; Organic superconducting materials; Particle beams; Photons; Correlation lengths; Data post processing; Detection efficiency; Interaction length; Quantum detectors; Single-photon detectors; Superconducting materials measurements; Superconducting nanowire single photon detectors; Efficiency","English",Article,Scopus,2-s2.0-85065427536
"Rakov V.A., Tran M.D.","57203079997;56419396300;","The breakthrough phase of lightning attachment process: From collision of opposite-polarity streamers to hot-channel connection",2019,"Electric Power Systems Research",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064757206&doi=10.1016%2fj.epsr.2019.03.018&partnerID=40&md5=734e157472b7cb0a1146fdf4d3e6a185","Recent progress in studying the breakthrough phase (BTP)of the attachment process in lightning and long sparks is reviewed. The main focus is on the new insights gained from recent observations for 3 types of electric discharges: natural lightning (Nag et al., 2012; Tran and Rakov, 2017a,c), rocket-and-wire triggered lightning (Howard et al., 2010; Hill et al., 2016), and long sparks (Kostinskiy et al., 2016). The BTP (also known as the final jump)starts when the poorly-conducting streamer zones, developing ahead of the hot channels of negative downward leader (DL)and positive upward connecting leader (UCL), come in contact and a common streamer zone (CSZ)is formed. The beginning of BTP (establishment of CSZ)is usually marked by an abrupt current rise, a burst of dE/dt pulses (referred to as leader burst or LB), and hard X-ray emission. During the BTP, hot channels of both DL and UCL extend toward each other inside the CSZ, resulting in its shrinking, until the high-impedance CSZ is eliminated and low-impedance connection of DL to the grounded object is established. The process of bridging of CSZ by hot leader channels is accompanied by the formation of slow front (SF)in the channel current and in electric and magnetic field waveforms at both close and far distances from the channel. Attempted or relatively weak hot-channel connections producing current surges and associated field pulses superimposed on the SF (SF pulses)can occur. The SF lasts some microseconds and ends at the onset of the submicrosecond-scale fast transition (FT), which signifies the end of BTP. During the BTP, the current rises from the UCL level of the order of tens to hundreds of amperes to about 50% of the overall (SF + FT)current peak, which is of the order of tens of kiloamperes (for negative first strokes). This two orders of magnitude current rise during the BTP occurs before the collision of hot leader channels inside the CSZ; that is, before the onset of return stroke proper. © 2019 Elsevier B.V.","Attachment process; Breakthrough phase; Common streamer zone; Final jump; Lightning; Long sparks","Electric discharges; Rockets; X rays; Attachment process; Breakthrough phase; Electric and magnetic fields; Final jump; Hard x-ray emission; Lightning attachment; Negative first strokes; Triggered lightning; Lightning","English",Article,Scopus,2-s2.0-85064757206
"Klimenkova O., Menshutin A.Y., Shchur L.N.","57200722422;12345220400;56004933800;","Variable-step-length algorithms for a random walk: Hitting probability and computation performance",2019,"Computer Physics Communications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064160909&doi=10.1016%2fj.cpc.2019.04.001&partnerID=40&md5=354947403147678db5f028c80203406f","We present a comparative study of several algorithms for an in-plane random walk with a variable step. The goal is to check the efficiency of the algorithm in case where the random walk terminates at some boundary. We recently found that a finite step of the random walk produces a bias in the hitting probability and this bias vanishes in the limit of an infinitesimal step. Therefore, it is important to know how a change in the step size of the random walk influences the performance of simulations. We propose an algorithm with the most effective procedure for the step-length-change protocol. © 2019 Elsevier B.V.","Finite step; Hitting probability; Laplace equation; Monte Carlo; Random walk","Laplace equation; Monte Carlo methods; Technology transfer; Comparative studies; Computation performance; Finite steps; Hitting probabilities; Random Walk; Step length; Step size; Variable step; Random processes","English",Article,Scopus,2-s2.0-85064160909
