Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Kostinskiy A., Syssoev V., Andreev M., Sukharevsky D., Bulatov M., Mareev E., Bogatov N., Rakov V.","6505632124;6505825460;56921676500;56194293200;7003529724;35606965700;6603914655;57203079997;","Electric discharges produced by artificially charged clouds: Influence of rapidly moving conductive object",2016,"2016 33rd International Conference on Lightning Protection, ICLP 2016",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011030519&doi=10.1109%2fICLP.2016.7791437&partnerID=40&md5=2c4acf0d040c2dff3c9ee57bcea15796","The possibility of initiation of electric discharges by a crossbow bolt (projectile) moving in the electric field of a cloud of negatively charged water droplets has been demonstrated for the first time [1]. Over one hundred of discharges have been produced. For each event, a high-speed video camera recorded the images of upward positive leaders developing from both the nearby grounded sphere and the projectile, followed by the return-stroke-like process. Corresponding currents were measured and integrated photos of the events were obtained. The results can help to improve our understanding of lightning initiation by airborne vehicles and by a vertical conductor rapidly extended below the thundercloud in order to trigger lightning with the rocket-And-wire technique. © 2016 IEEE.","Charged water droplets; Initiation of electric discharges by a moving conductive projectile; Lightning; Long-spark leaders; Streamers","Drops; Electric fields; High speed cameras; Lightning; Lightning protection; Projectiles; Rockets; Video cameras; High speed video cameras; Lightning initiation; Long-spark leaders; Negatively charged; Streamers; Upward positive leaders; Vertical conductor; Water droplets; Electric discharges","English",Conference Paper,Scopus,2-s2.0-85011030519
"Kostinskiy A., Syssoev V., Andreev M., Sukharevsky D., Bulatov M., Mareev E., Bogatov N., Rakov V.","6505632124;6505825460;56921676500;56194293200;7003529724;35606965700;6603914655;57203079997;","A new class of electric discharges in clouds of negatively charged water droplets",2016,"2016 33rd International Conference on Lightning Protection, ICLP 2016",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011016509&doi=10.1109%2fICLP.2016.7791434&partnerID=40&md5=226a16dd746f21ca608378b7db77d7f2","We have observed unusual plasma formations (UPFs) in artificial clouds of charged water droplets using a high-speed infrared camera operating in conjunction with a high-speed visible-range camera. Inferred plasma parameters were close to those of long-spark leaders observed in the same experiments, while the channel morphology was distinctly different from that of leaders, so that UPFs can be viewed as a new type of in-cloud discharge. These formations can occur in the absence of spark leaders and appear to be manifestations of collective processes building, essentially from scratch, a complex hierarchical network of interacting channels at different stages of development (some of which are hot and live for milliseconds). We believe that the phenomenon should commonly occur in thunderclouds and might give insights on the missing link in the still poorly understood lightning initiation process. © 2016 IEEE.","Charged water droplets; Electric discharges; High-speed infrared camera; Lightning; Long-spark leaders; Streamers; Unusual plasma formations (UPFs)","Cameras; Complex networks; Drops; Infrared devices; Lightning; Lightning protection; Temperature indicating cameras; Infra-red cameras; Long-spark leaders; Plasma formations; Streamers; Water droplets; Electric discharges","English",Conference Paper,Scopus,2-s2.0-85011016509
"Shitov Y.","35148401800;","A counterexample on tropical linear spaces",2016,"Linear Algebra and Its Applications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985920003&doi=10.1016%2fj.laa.2016.08.035&partnerID=40&md5=db786938126d619f6ff988a932799cfe","Let K be a field with non-Archimedean valuation v, and assume A is a matrix of size m×n and rank k over K. Richter-Gebert, Sturmfels, and Theobald proved that the rows of A are a tropical basis of the corresponding linear space whenever m=k and any submatrix formed by k columns of v(A) has tropical rank k. We show that this result is no longer true without assumption m=k, refuting the conjecture proposed by Yu and Yuster in 2007. © 2016 Elsevier Inc.","Linear spaces; Plücker coordinates; Tropical geometry","Linear algebra; Mathematical techniques; Linear spaces; Submatrix; Tropical geometry; Tropical linear spaces; Tropics","English",Article,Scopus,2-s2.0-84985920003
"Kononov Y., Morozov A.","56708346700;7202104775;","On rectangular HOMFLY for twist knots",2016,"Modern Physics Letters A",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996615409&doi=10.1142%2fS0217732316502230&partnerID=40&md5=800e56f2109fd0ec9540e8ebf010c714","As a new step in the study of rectangularly-colored knot polynomials, we reformulate the prescription [A. Morozov, arXiv:1606.06015v8] for twist knots in the double-column representations R = [rr] in terms of skew Schur polynomials. These, however, are mysteriously shifted from the standard topological locus, which makes further generalization to arbitrary R = [rs] not quite straightforward. © 2016 World Scientific Publishing Company.",,,"English",Article,Scopus,2-s2.0-84996615409
"Kaushanskiy V., Lapshin V.","57189357122;55177754000;","A nonparametric method for term structure fitting with automatic smoothing",2016,"Applied Economics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969785020&doi=10.1080%2f00036846.2016.1181835&partnerID=40&md5=092ff8623f354c1ea8a2dd3632505b7f","We present a nonparametric method for fitting the term structure of interest rates from bond prices. Our method is a variant of the smoothing spline approach, but within our framework we are able to determine the smoothing coefficient automatically from data using the generalized cross-validation or maximum likelihood estimates. We present an effective numerical algorithm to simultaneously find the term structure and the optimal smoothing coefficient. Finally, we compare the proposed nonparametric fitting method with other parametric and nonparametric methods to find its superior performance. We find that existing term structure fitting methods perform well in liquid markets while illiquid markets present new challenges, which we address in this article. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","automatic smoothing; illiquid bond markets; numerical algorithm; Term structure of interest rates","algorithm; estimation method; financial market; interest rate; maximum likelihood analysis; smoothing","English",Article,Scopus,2-s2.0-84969785020
"Egorova E., Potapova V.","57189028712;57201885480;","Signature codes for a special class of multiple access channel",2016,"2016 15th International Symposium on Problems of Redundancy in Information and Control Systems, REDUNDANCY 2016",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013832243&doi=10.1109%2fRED.2016.7779325&partnerID=40&md5=8f4a6f5fd5fa6e367b2f0ca629b547b7","A specific noiseless multiple-access channel model is studied in this paper. Proofs for lower and upper bounds on the achievable-rate of corresponding codes are given. © 2016 IEEE.",,"Control systems; Lower and upper bounds; Multiple access channels; Special class; Redundancy","English",Conference Paper,Scopus,2-s2.0-85013832243
"Maltseva S.V., Komarov M.M.","56022395900;6603888073;","Web 3.0 and Smart Commerce (W3SC 2016) Preface",2016,"Proceedings - CBI 2016: 18th IEEE Conference on Business Informatics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010465193&doi=10.1109%2fCBI.2016.71&partnerID=40&md5=7c3665c4d9861d79c376e06d6ac02ebf",[краткое описание не найдено],,,"English",Editorial,Scopus,2-s2.0-85010465193
"Tsukanova O.A., Dmitriev A.V., Maltseva S.V.","56022228800;57169649000;56022395900;","Network evolution modeling under conditions of change in the data exchange rate",2016,"Proceedings - CBI 2016: 18th IEEE Conference on Business Informatics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010304205&doi=10.1109%2fCBI.2016.52&partnerID=40&md5=18e3042617ff4564f99067a921e7a0f6","The present paper is devoted to the research into the topical questions of network evolution modeling considering the constant changes in the data environment as well as the data exchange rate. A two-level approach to the network community analysis based on the division into macro-and micro-levels of monitoring is suggested. Functionality of both levels is described. Suggestions for investigation and modeling of data flows in a network represented by a dynamical system of message senders and recipients are presented. © 2016 IEEE.","analysis; data flows; dynamical systems; monitoring; network community; recipients; senders","Data transfer; Dynamical systems; Electronic data interchange; Finance; Information science; Monitoring; analysis; Data flow; Network communities; recipients; senders; Data flow analysis","English",Conference Paper,Scopus,2-s2.0-85010304205
"Knyazev K., Komarov M.","57193063117;6603888073;","Infological models for smart commerce",2016,"Proceedings - CBI 2016: 18th IEEE Conference on Business Informatics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010287955&doi=10.1109%2fCBI.2016.53&partnerID=40&md5=9e83958f44f6ef183cc9422f9491143a","The paper is devoted to the technology of infological models, which combines the principles of semantic networks, open source data and data banks. This technology represents the new approach to data storage and exchange, which enables to look at the information processing in an entirely new way. The final part of the paper contains the analysis of using infological models in electronic business on example of knowledge bases, information sites, news portals, online-shops and smart homes with description of its features and advantages. © 2016 IEEE.","data banks; infological models; knowledge representation; oped data; semantic networks; smart commerce; visualization","Automation; Commerce; Digital storage; Flow visualization; Information science; Intelligent buildings; Knowledge representation; Semantics; Data bank; Electronic business; Knowledge basis; New approaches; Online shops; oped data; Open source datum; Semantic network; Data visualization","English",Conference Paper,Scopus,2-s2.0-85010287955
"Osipov D.","24481886700;","An upper bound on the error probability of a communication system with nonparametric detection",2016,"2016 15th International Symposium on Problems of Redundancy in Information and Control Systems, REDUNDANCY 2016",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013844401&doi=10.1109%2fRED.2016.7779338&partnerID=40&md5=00faa96470eec43e7cf8f2d0a9b0d85b","In what follows a channel model that describes a class of communication systems employing a certain nonparametric receiver is considered. In particular a block coded transmission via the channel under consideration and soft-input mismatched decoding are considered. The paper deals with a problem of finding an upper bound on the probability of erroneous decoding. In order to obtain the bound in question a second version of the Duman-Salehi bound is applied. For the system under consideration a closed form for the normalized tilting measure minimizing the bound under consideration is obtained. © 2016 IEEE.",,"Control systems; Decoding; Channel model; Closed form; Coded transmission; Error probabilities; Mismatched decoding; Non-parametric; Nonparametric detection; Soft inputs; Redundancy","English",Conference Paper,Scopus,2-s2.0-85013844401
"Akolzin I., Shabanov D.","56971519800;6602787390;","Colorings of hypergraphs with large number of colors",2016,"Discrete Mathematics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989845340&doi=10.1016%2fj.disc.2016.06.016&partnerID=40&md5=780bbac00c20394f8edfb32a5aab3315","The paper deals with the well-known problem of Erdős and Hajnal concerning colorings of uniform hypergraphs and some related questions. Let m(n,r) denote the minimum possible number of edges in an n-uniform non-r-colorable hypergraph. We show that for r&gt;n, c 1 nlnn⩽m(n,r)rn⩽C 1 n 3 lnn, where c 1 ,C 1 &gt;0 are some absolute constants. Moreover, we obtain similar bounds for d(n,r), which is equal to the minimum possible value of the maximum edge degree in an n-uniform non-r-colorable hypergraph. If r&gt;n, then c 2 nlnn⩽d(n,r)rn−1⩽C 2 n 3 lnn, where c 2 ,C 2 &gt;0 are some other absolute constants. © 2016 Elsevier B.V.","Colorings of hypergraphs; Property B problem; Turán numbers",,"English",Article,Scopus,2-s2.0-84989845340
"Maurice P., Baud S., Bocharova O.V., Bocharov E.V., Kuznetsov A.S., Kawecki C., Bocquet O., Romier B., Gorisse L., Ghirardi M., Duca L., Blaise S., Martiny L., Dauchez M., Efremov R.G., Debelle L.","10040734400;55556463100;7003556495;7004085574;55428954100;55988201400;36902546400;23973198100;54420111200;55986846000;6602955809;36970395900;55987927000;6602002957;8308626600;6701784673;","New Insights into Molecular Organization of Human Neuraminidase-1: Transmembrane Topology and Dimerization Ability",2016,"Scientific Reports",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004038631&doi=10.1038%2fsrep38363&partnerID=40&md5=0a0d4d7d1cc70f00b920a63b6abaee96","Neuraminidase 1 (NEU1) is a lysosomal sialidase catalyzing the removal of terminal sialic acids from sialyloconjugates. A plasma membrane-bound NEU1 modulating a plethora of receptors by desialylation, has been consistently documented from the last ten years. Despite a growing interest of the scientific community to NEU1, its membrane organization is not understood and current structural and biochemical data cannot account for such membrane localization. By combining molecular biology and biochemical analyses with structural biophysics and computational approaches, we identified here two regions in human NEU1-segments 139-159 (TM1) and 316-333 (TM2)-as potential transmembrane (TM) domains. In membrane mimicking environments, the corresponding peptides form stable α-helices and TM2 is suited for self-Association. This was confirmed with full-size NEU1 by co-immunoprecipitations from membrane preparations and split-ubiquitin yeast two hybrids. The TM2 region was shown to be critical for dimerization since introduction of point mutations within TM2 leads to disruption of NEU1 dimerization and decrease of sialidase activity in membrane. In conclusion, these results bring new insights in the molecular organization of membrane-bound NEU1 and demonstrate, for the first time, the presence of two potential TM domains that may anchor NEU1 in the membrane, control its dimerization and sialidase activity.",,"1-palmitoyl-2-oleoylphosphatidylcholine; NEU1 protein, human; phosphatidylcholine; protein binding; recombinant protein; sialic acid derivative; sialidase; ubiquitin; alpha helix; amino acid sequence; animal; beta sheet; binding site; cell free system; cell membrane; chemistry; Chlorocebus aethiops; CV-1 cell line; enzyme specificity; enzymology; Escherichia coli; gene expression; genetics; human; metabolism; molecular model; plasmid; protein domain; protein multimerization; structural homology; Amino Acid Sequence; Animals; Binding Sites; Cell Membrane; Cell-Free System; Cercopithecus aethiops; COS Cells; Escherichia coli; Gene Expression; Humans; Models, Molecular; Neuraminidase; Phosphatidylcholines; Plasmids; Protein Binding; Protein Conformation, alpha-Helical; Protein Conformation, beta-Strand; Protein Interaction Domains and Motifs; Protein Multimerization; Recombinant Proteins; Sialic Acids; Structural Homology, Protein; Substrate Specificity; Ubiquitin","English",Article,Scopus,2-s2.0-85004038631
"Grechishnikova D., Poptsova M.","57192207427;16177766600;","Conserved 3' UTR stem-loop structure in L1 and Alu transposons in human genome: Possible role in retrotransposition",2016,"BMC Genomics",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001021731&doi=10.1186%2fs12864-016-3344-4&partnerID=40&md5=a131a08bf9822f89476b3b7672fdbeac","Background: In the process of retrotransposition LINEs use their own machinery for copying and inserting themselves into new genomic locations, while SINEs are parasitic and require the machinery of LINEs. The exact mechanism of how a LINE-encoded reverse transcriptase (RT) recognizes its own and SINE RNA remains unclear. However it was shown for the stringent-type LINEs that recognition of a stem-loop at the 3'UTR by RT is essential for retrotransposition. For the relaxed-type LINEs it is believed that the poly-A tail is a common recognition element between LINE and SINE RNA. However polyadenylation is a property of any messenger RNA, and how the LINE RT recognizes transposon and non-transposon RNAs remains an open question. It is likely that RNA secondary structures play an important role in RNA recognition by LINE encoded proteins. Results: Here we selected a set of L1 and Alu elements from the human genome and investigated their sequences for the presence of position-specific stem-loop structures. We found highly conserved stem-loop positions at the 3'UTR. Comparative structural analyses of a human L1 3'UTR stem-loop showed a similarity to 3'UTR stem-loops of the stringent-type LINEs, which were experimentally shown to be recognized by LINE RT. The consensus stem-loop structure consists of 5-7 bp loop, 8-10 bp stem with a bulge at a distance of 4-6 bp from the loop. The results show that a stem loop with a bulge exists at the 3'-end of Alu. We also found conserved stem-loop positions at 5'UTR and at the end of ORF2 and discuss their possible role. Conclusions: Here we presented an evidence for the presence of a highly conserved 3'UTR stem-loop structure in L1 and Alu retrotransposons in the human genome. Both stem-loops show structural similarity to the stem-loops of the stringent-type LINEs experimentally confirmed as essential for retrotransposition. Here we hypothesize that both L1 and Alu RNA are recognized by L1 RT via the 3'-end RNA stem-loop structure. Other conserved stem-loop positions in L1 suggest their possible functions in protein-RNA interactions but to date no experimental evidence has been reported. © 2016 The Author(s).","Alu; L1; LINE; Mechanisms of retrotransposition; SINE; Stem-loop; Stem-loop structures","3' untranslated region; 5' untranslated region; Alu gene; Article; controlled study; gene; gene location; gene sequence; gene structure; human; human cell; L1 gene; long interspersed repeat; open reading frame; protein RNA binding; retroposon; transposon; Alu sequence; amino acid sequence; conformation; consensus sequence; genomics; human genome; long interspersed repeat; nucleotide sequence; position weight matrix; procedures; retroposon; RNA folding; 3' untranslated region; retroposon; 3' Untranslated Regions; Alu Elements; Amino Acid Sequence; Base Sequence; Consensus Sequence; Genome, Human; Genomics; Humans; Long Interspersed Nucleotide Elements; Nucleic Acid Conformation; Open Reading Frames; Position-Specific Scoring Matrices; Retroelements; RNA Folding","English",Article,Scopus,2-s2.0-85001021731
"Semenov A., Zakhlebin I., Tolmach A., Nikolenko S.I.","57022170000;56523322300;57190399543;13608710100;","Pseudo-bimodal community detection in Twitter-based networks",2016,"International Congress on Ultra Modern Telecommunications and Control Systems and Workshops",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006810906&doi=10.1109%2fICUMT.2016.7765382&partnerID=40&md5=5b30239f2e73d342ac7c070d12472ee5","We present a novel approach to clustering Twitter users and characterizing their preferences (political or otherwise) based on the features of communication networks extracted from their tweets. We make the assumption that central users in the network, the so-called 'top', or 'power' users, set the agenda, while other, 'regular' users often retweet and/or mention their tweets, and behavior towards 'top' users differs from the behaviour of 'regular' users towards each other. We show that network clustering on Twitter can be observed more distinctively on unimodal projections of specially created bimodal networks (bipartite graphs), where top users in the networks are artificially separated into a second part according to node centrality measures. We evaluate our approach on Twitter-based datasets of mentions and retweets related to Russian political protests and a benchmark English-language Twitter dataset with distinctly polarized clusters; we compare various centrality measures and show that our algorithm yields high modularity in the resulting community structure. © 2016 IEEE.",,"Control systems; Graph theory; Bipartite graphs; Centrality measures; Community detection; Community structures; English languages; Network Clustering; Polarized clusters; Unimodal; Social networking (online)","English",Conference Paper,Scopus,2-s2.0-85006810906
