Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"López-Iturriaga F., García-Meca E., Tejerina-Gaite F.","8410264500;55902968800;15074477300;","Institutional directors and board compensation: Spanish evidence",2015,"BRQ Business Research Quarterly",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931077982&doi=10.1016%2fj.brq.2014.07.003&partnerID=40&md5=dfdadbdbe2447223b3bf66a896e1c85d","We address the influence of directors who represent institutional investors in three aspects of board compensation policies: level of compensation, composition, and performance sensitivity. We differentiate pressure-sensitive directors (i.e., with business links) and pressure-resistant directors (i.e., without business links). Our results show that pressure-resistant directors decrease total board compensation and its fixed proportion, whereas they increase the variable proportion of total remuneration and the pay-for-performance sensitivity. By contrast, pressure-sensitive directors offer the opposite results. These findings are consistent with the view that institutional investors are not a homogeneous group and that pressure-resistant directors fulfill a more thorough monitoring role. © 2013 ACEDE.","Board of directors; Compensation; Corporate governance; Institutional investors; Remuneration",,"English",Article,Scopus,2-s2.0-84931077982
"Beasley L.B., Guterman A.E., Shitov Y.","7003410331;55998356200;35148401800;","The arctic rank of a Boolean matrix",2015,"Journal of Algebra",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926190395&doi=10.1016%2fj.jalgebra.2015.03.005&partnerID=40&md5=92e878c83d779a45ce919cd2c26caa1a","Among different rank functions on tropical matrices, there is one known as tropical rank which is a lower bound for any other. Here we introduce a new concept (for being opposed to tropical rank, it is called arctic) which gives an upper bound for other ranks. Our definition is based on the perimeter notion previously studied for rank-one matrices. We study the arithmetic behavior of the arctic rank and compare it with that of other rank functions. Finally, we provide an algorithm computing the arctic rank. We show that no algorithm is likely to find the arctic rank in polynomial time by proving that computing the perimeter of a matrix is an NP-hard problem. © 2015 Elsevier Inc.","Boolean matrix; Rank function",,"English",Article,Scopus,2-s2.0-84926190395
"Osokin A., Vetrov D.P.","57200736313;8382687000;","Submodular Relaxation for Inference in Markov Random Fields",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961675307&doi=10.1109%2fTPAMI.2014.2369046&partnerID=40&md5=1e360cbbbad2ba9143044d6530b37db1","In this paper we address the problem of finding the most probable state of a discrete Markov random field (MRF), also known as the MRF energy minimization problem. The task is known to be NP-hard in general and its practical importance motivates numerous approximate algorithms. We propose a submodular relaxation approach (SMR) based on a Lagrangian relaxation of the initial problem. Unlike the dual decomposition approach of Komodakis et al. [29] SMR does not decompose the graph structure of the initial problem but constructs a submodular energy that is minimized within the Lagrangian relaxation. Our approach is applicable to both pairwise and high-order MRFs and allows to take into account global potentials of certain types. We study theoretical properties of the proposed approach and evaluate it experimentally. © 2015 IEEE.","combinatorial algorithms; energy minimization; graph cuts; Markov random fields; relaxation","Graphic methods; Image segmentation; Lagrange multipliers; Relaxation processes; Combinatorial algorithm; Energy minimization; Graph cut; Markov Random Fields; relaxation; Markov processes","English",Article,Scopus,2-s2.0-84961675307
"Kononov Y., Morozov A.","56708346700;7202104775;","Factorization of colored knot polynomials at roots of unity",2015,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934925275&doi=10.1016%2fj.physletb.2015.06.043&partnerID=40&md5=8200ac68dc15aae65c3f62c25a7fef57","HOMFLY polynomials are the Wilson-loop averages in Chern-Simons theory and depend on four variables: the closed line (knot) in 3d space-time, representation R of the gauge group SU(N) and exponentiated coupling constant q. From analysis of a big variety of different knots we conclude that at q, which is a 2m-th root of unity, q2m=1, HOMFLY polynomials in symmetric representations [r] satisfy recursion identity: H<inf>r+m</inf>=H<inf>r</inf>{dot operator}H<inf>m</inf> for any A=qN, which is a generalization of the property Hr=H1r for special polynomials at m=1. We conjecture a further generalization to arbitrary representation R, which, however, is checked only for torus knots. Next, Kashaev polynomial, which arises from H<inf>R</inf> at q2=e2πi/|R|, turns equal to the special polynomial with A substituted by A|R|, provided R is a single-hook representations (including arbitrary symmetric) - what provides a q-A dual to the similar property of Alexander polynomial. All this implies non-trivial relations for the coefficients of the differential expansions, which are believed to provide reasonable coordinates in the space of knots - existence of such universal relations means that these variables are still not unconstrained. © 2015 Published by Elsevier B.V.",,,"English",Article,Scopus,2-s2.0-84934925275
"Hövermann A., Groß E.M., Zick A., Messner S.F.","56572913400;14819316700;24330091700;7006416831;","Understanding the devaluation of vulnerable groups: A novel application of Institutional Anomie Theory",2015,"Social Science Research",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925662285&doi=10.1016%2fj.ssresearch.2015.03.001&partnerID=40&md5=ab8286530d51894a2ef7069a42e81c2e","Prejudices legitimize the discrimination against groups by declaring them to be of unequal, especially of less, worth. This legitimizing power is highly relevant in social conflicts of modern societies that are governed by market-oriented value systems. However, prejudice research has yet to be linked to sociological discourses on the marketization of society. We argue that Institutional Anomie Theory (IAT), a theory originally developed to explain crime rates, offers a fruitful macro-sociological framework for a better understanding of micro-social prejudices that emerge along with processes of marketization. Extending IAT to explain prejudices in a German study based on survey data offers a first attempt to underpin our theoretical hypotheses with empirical data. Although the results need to be interpreted with due caution, they suggest that the extended IAT model can be usefully applied to explain how a marketized mentality is related to different forms of institutional integration, and how it is conducive to specific prejudices that emerge in market-dominated societies against purported economically burdening social groups. © 2015 Elsevier Inc.","Institutional anomie; Marketization; Prejudice; Social institutions","adolescent; adult; aged; anomie; attitude; crime; female; Germany; homeless person; human; male; middle aged; migrant; prejudice; questionnaire; social discrimination; social psychology; socioeconomics; thinking; unemployment; very elderly; vulnerable population; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Anomie; Attitude; Crime; Emigrants and Immigrants; Female; Germany; Homeless Persons; Humans; Male; Middle Aged; Prejudice; Social Discrimination; Social Values; Socioeconomic Factors; Surveys and Questionnaires; Thinking; Unemployment; Vulnerable Populations; Young Adult","English",Article,Scopus,2-s2.0-84925662285
"Budkov Y.A., Kolesnikov A.L., Kiselev M.G.","46861146000;56258168600;7005285779;","A modified Poisson-Boltzmann theory: Effects of co-solvent polarizability",2015,"EPL",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940189971&doi=10.1209%2f0295-5075%2f111%2f28002&partnerID=40&md5=af172e879e743a2ea68da55b72b6b7f4","In this paper within a field-theoretical approach taking into account explicitly a co-solvent with a nonzero dipole and a polarizability tensor, we derive a modified Poisson-Boltzmann equation. Applying the modified Poisson-Boltzmann equation, we formulate a generalized Gouy-Chapman theory for the case when an electrolyte solution is mixed with a polar co-solvent having a large polarizability. We show that an increase of the co-solvent concentration as well as the co-solvent polarizability lead to a significant increase of differential capacitance at sufficiently high surface potentials of the electrode, whereas the profile of the electrostatic potential becomes considerably more long-ranged. On the contrary, an increase in the permanent dipole of the co-solvent only weakly affects the differential capacitance. © CopyrightEPLA, 2015.",,,"English",Article,Scopus,2-s2.0-84940189971
"Gafarov E.R., Dolgui A., Lazarev A.A.","14059984200;57201190890;7101908181;","Two-station single-track railway scheduling problem with trains of equal speed",2015,"Computers and Industrial Engineering",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928480302&doi=10.1016%2fj.cie.2015.03.014&partnerID=40&md5=98940a03662ba8c1f506444b33aa6f00","In this paper, the single-track railway scheduling problem with two stations and several segments of the track is considered. Two subsets of trains are given, where trains from the first subset go from the first station to the second station, and trains from the second subset go in the opposite direction. The speed of trains over each segment is the same. A polynomial time reduction from the problem under consideration to a special case of the single-machine equal-processing-time scheduling problem with setup times is presented. Different polynomial time algorithms are developed for special cases with divers objective functions under various constraints. Moreover, several theoretical results which can be ranked in a series of similar investigations of NP-hardness of equal-processing-time single-machine scheduling problems without precedence relations are obtained.","Computational complexity; Polynomial time algorithms; Setup times; Single machine scheduling; Train scheduling; Transportation","Algorithms; Computational complexity; Machinery; Polynomial approximation; Polynomials; Railroad transportation; Railroads; Scheduling algorithms; Transportation; Polynomial-time algorithms; Polynomial-time reduction; Precedence relations; Set-up time; Single machine scheduling problems; Single track railway; Single-machine scheduling; Train scheduling; Scheduling","English",Article,Scopus,2-s2.0-84928480302
"Fitzmaurice C., Dicker D., Pain A., Hamavid H., Moradi-Lakeh M., MacIntyre M.F., Allen C., Hansen G., Woodbrook R., Wolfe C., Hamadeh R.R., Moore A., Werdecker A., Gessner B.D., Te Ao B., McMahon B., Karimkhani C., Yu C., Cooke G.S., Schwebel D.C., Carpenter D.O., Pereira D.M., Nash D., Kazi D.S., De Leo D., Plass D., Ukwaja K.N., Thurston G.D., Yun Jin K., Simard E.P., Mills E., Park E.-K., Catalá-López F., DeVeber G., Gotay C., Khan G., Hosgood H.D., III, Santos I.S., Leasher J.L., Singh J., Leigh J., Jonas J.B., Sanabria J., Beardsley J., Jacobsen K.H., Takahashi K., Franklin R.C., Ronfani L., Montico M., Naldi L., Tonelli M., Geleijnse J., Petzold M., Shrime M.G., Younis M., Yonemoto N., Breitborde N., Yip P., Pourmalek F., Lotufo P.A., Esteghamati A., Hankey G.J., Ali R., Lunevicius R., Malekzadeh R., Dellavalle R., Weintraub R., Lucas R., Hay R., Rojas-Rueda D., Westerman R., Sepanlou S.G., Nolte S., Patten S., Weichenthal S., Abera S.F., Fereshtehnejad S.-M., Shiue I., Driscoll T., Vasankari T., Alsharif U., Rahimi-Movaghar V., Vlassov V.V., Marcenes W.S., Mekonnen W., Melaku Y.A., Yano Y., Artaman A., Campos I., MacLachlan J., Mueller U., Kim D., Trillini M., Eshrati B., Williams H.C., Shibuya K., Dandona R., Murthy K., Cowie B., Amare A.T., Antonio C.A., Castañeda-Orjuela C., Van Gool C.H., Violante F., Oh I.-H., Deribe K., Soreide K., Knibbs L., Kereselidze M., Green M., Cardenas R., Roy N., Tillmann T., Li Y., Krueger H., Monasta L., Dey S., Sheikhbahaei S., Hafezi-Nejad N., Kumar G.A., Sreeramareddy C.T., Dandona L., Wang H., Vollset S.E., Mokdad A., Salomon J.A., Lozano R., Vos T., Forouzanfar M., Lopez A., Murray C., Naghavi M.","57203197460;57196026676;57204786319;57194279323;35617421300;57202561757;57200170678;57202959410;57200298006;57200115541;57202769526;57202571993;57200084900;7005779769;57201292863;56713188900;57203906495;57201889726;57199371710;6603681532;7201795413;57200690024;8882895800;57204797064;7006128644;57196315761;57202824584;7102270013;57190155872;57191251970;57205301363;57205336764;57202553733;57204345472;35480913900;6701635515;56353204400;57198312911;57197789738;7404421736;7202089604;7202492953;7006262917;57207800229;26029163100;55741242600;7201428429;6602565620;57202563609;57202570495;57205297508;35195702500;7003628893;57204703404;8549393000;57204947657;6603260895;55763795006;8309390500;57202569516;11240321100;7102816661;57196506541;57208182802;7005197760;7003806771;7006079405;8938813700;56785229200;57203642966;57204520320;36248136000;24073274400;57203047673;57202555239;57202699340;57202557525;35811219800;7005928308;57189653936;57208356221;6507646446;57202571371;7005668102;25225785300;57203122720;57196965200;57203859053;57191915527;55431229800;8512347500;57202555126;20735847800;16030619200;23500447000;8948057900;35298654700;57203399680;57202566182;57202220009;55247644500;35769124700;57201371856;7003555890;57204090669;57193912587;9233319000;16313525200;55659152900;55419847800;57207486685;7101831881;57190211142;57192523512;7102340018;7801520497;25958052600;57202568844;57208022861;57195139544;57208417656;7007017243;16507828100;57196315778;7004813962;56745638600;7102198442;7003628012;55882758900;7401455668;55481130700;9246620100;","The Global Burden of Cancer 2013",2015,"JAMA Oncology",1209,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994730525&doi=10.1001%2fjamaoncol.2015.0735&partnerID=40&md5=8d95db9ab17032a876b0552e3146cfab","IMPORTANCE: Cancer is among the leading causes of death worldwide. Current estimates of cancer burden in individual countries and regions are necessary to inform local cancer control strategies. OBJECTIVE: To estimate mortality, incidence, years lived with disability (YLDs), years of life lost (YLLs), and disability-adjusted life-years (DALYs) for 28 cancers in 188 countries by sex from 1990 to 2013. EVIDENCE REVIEW: The general methodology of the Global Burden of Disease (GBD) 2013 study was used. Cancer registries were the source for cancer incidence data as well as mortality incidence (MI) ratios. Sources for cause of death data include vital registration system data, verbal autopsy studies, and other sources. The MI ratios were used to transform incidence data to mortality estimates and cause of death estimates to incidence estimates. Cancer prevalence was estimated using MI ratios as surrogates for survival data; YLDs were calculated by multiplying prevalence estimates with disability weights, which were derived from population-based surveys; YLLs were computed by multiplying the number of estimated cancer deaths at each age with a reference life expectancy; and DALYs were calculated as the sum of YLDs and YLLs. FINDINGS: In 2013 there were 14.9 million incident cancer cases, 8.2 million deaths, and 196.3 million DALYs. Prostate cancer was the leading cause for cancer incidence (1.4 million) for men and breast cancer for women (1.8 million). Tracheal, bronchus, and lung (TBL) cancer was the leading cause for cancer death in men and women, with 1.6 million deaths. For men, TBL cancer was the leading cause of DALYs (24.9 million). For women, breast cancer was the leading cause of DALYs (13.1 million). Age-standardized incidence rates (ASIRs) per 100 000 and age-standardized death rates (ASDRs) per 100 000 for both sexes in 2013 were higher in developing vs developed countries for stomach cancer (ASIR, 17 vs 14; ASDR, 15 vs 11), liver cancer (ASIR, 15 vs 7; ASDR, 16 vs 7), esophageal cancer (ASIR, 9 vs 4; ASDR, 9 vs 4), cervical cancer (ASIR, 8 vs 5; ASDR, 4 vs 2), lip and oral cavity cancer (ASIR, 7 vs 6; ASDR, 2 vs 2), and nasopharyngeal cancer (ASIR, 1.5 vs 0.4; ASDR, 1.2 vs 0.3). Between 1990 and 2013, ASIRs for all cancers combined (except nonmelanoma skin cancer and Kaposi sarcoma) increased by more than 10% in 113 countries and decreased by more than 10% in 12 of 188 countries. CONCLUSIONS AND RELEVANCE: Cancer poses a major threat to public health worldwide, and incidence rates have increased in most countries since 1990. The trend is a particular threat to developing nations with health systems that are ill-equipped to deal with complex and expensive cancer treatments. The annual update on the Global Burden of Cancer will provide all stakeholders with timely estimates to guide policy efforts in cancer prevention, screening, treatment, and palliation. Copyright 2015 American Medical Association. All rights reserved.",,"adolescent; adult; age; age distribution; aged; child; disability; female; health; human; incidence; life expectancy; male; middle aged; mortality; Neoplasms; preschool child; prevalence; prognosis; risk factor; sex difference; sex ratio; time factor; very elderly; young adult; Adolescent; Adult; Age Distribution; Age Factors; Aged; Aged, 80 and over; Child; Child, Preschool; Disability Evaluation; Female; Global Health; Humans; Incidence; Life Expectancy; Male; Middle Aged; Neoplasms; Prevalence; Prognosis; Risk Factors; Sex Distribution; Sex Factors; Time Factors; Young Adult","English",Article,Scopus,2-s2.0-84994730525
"Mylonas Y.","54791223700;","Austerity discourses in “der spiegel” journal, 2009-2014",2015,"TripleC",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941213679&partnerID=40&md5=30d4c98f1aaf9bda550ec74b059b10d3","This article looks at the ways mainstream media discuss austerity and its failure to reach its proclaimed goals, to reduce public debt and to boost productivity in the heavily indebted countries of the Eurozone’s periphery. This study analyzed Der Spiegel’s articles presenting the crisis and austerity in Europe, focusing on the Greek case, from 2009 until 2014. A thematic analysis was developed in the study a broad corpus of articles, focusing on the main ideas they unfold. Deploying critical political economy literature, critical cultural theory and critical media studies literature, the article criticizes the neoliberal hegemony of the EU’s crisis politics and foregrounds the role of mainstream media, including progressivist or objectivist ones such as Spiegel, in the reproduction of neoliberal ideas that expand far beyond the crisis, to produce the institutions, social relations, beliefs and subjectivities for a post-crisis configuration of capitalism. The article concludes that Spiegel, like other mainstream media, produce a biopolitical policing of the crisis’ exceptionalized subjects (the citizens of indebted countries) and the implementation of crisis-politics by creating a public “structure of feeling” related to the hegemonic crisis’ rationales. These rationales are further connected to the development of the new neoliberal subjectivity, which is an objective of the crisis-reforms, such as austerity regimes. In effect, main- stream media discourses reproduce the hegemonic frames of the crisis and austerity, while negating the possibility of new narratives to emerge in the crisis context. © 2015 Unified Theory of Information Research Group. All rights reserved.","Austerity; Biopolitics; Biopower; Competition; Crisis; Der Spiegel; EU; Germany; Governmentality; Greece; Neoliberalism; Postdemocracy; Reforms",,"English",Article,Scopus,2-s2.0-84941213679
"KUWABARA T.O.S.H.I.R.O.","11739024600;","BRST COHOMOLOGIES FOR SYMPLECTIC REFLECTION ALGEBRAS AND QUANTIZATIONS OF HYPERTORIC VARIETIES",2015,"Transformation Groups",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929836466&doi=10.1007%2fs00031-015-9314-0&partnerID=40&md5=dc82e5baa42745cde7c77528b5932f88","We study algebras constructed by quantum Hamiltonian reduction associated with symplectic quotients of symplectic vector spaces, including deformed preprojective algebras, symplectic reection algebras (rational Cherednik algebras), and quantization of hypertoric varieties introduced by Musson and Van den Bergh in [MVdB]. We determine BRST cohomologies associated with these quantum Hamiltonian reductions. To compute these BRST cohomologies, we make use of the method of deformation quantization (DQ-algebras) and F-action studied by Kashiwara and Rouquier in [KR], and Gordon and Losev in [GL]. © 2015, Springer Science+Business Media New York.",,,"English",Article,Scopus,2-s2.0-84929836466
"Malyshev D.S., Pardalos P.M.","25522390800;7005330875;","The clique problem for graphs with a few eigenvalues of the same sign",2015,"Optimization Letters",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929842095&doi=10.1007%2fs11590-014-0805-z&partnerID=40&md5=53da7fbe53ce362bf27c2b8db7f32854","The quadratic programming problem is known to be NP-hard for Hessian matrices with only one negative eigenvalue, but it is tractable for convex instances. These facts yield to consider the number of negative eigenvalues as a complexity measure of quadratic programs. We prove here that the clique problem is tractable for two variants of its Motzkin-Strauss quadratic formulation with a fixed number of negative eigenvalues (with multiplicities). © 2014, Springer-Verlag Berlin Heidelberg.","Clique problem; Computational complexity; Quadratic programming","Computational complexity; Quadratic programming; Clique problems; Complexity measures; Eigenvalues; Fixed numbers; Hessian matrices; Quadratic formulation; Quadratic programming problems; Quadratic programs; Eigenvalues and eigenfunctions","English",Article,Scopus,2-s2.0-84929842095
"Kononov Y., Morozov A.","56708346700;7202104775;","On the defect and stability of differential expansion",2015,"JETP Letters",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940179173&doi=10.1134%2fS0021364015120127&partnerID=40&md5=5351263fd6f5eef2f08cb8d960940d63","Empirical analysis of many colored knot polynomials, made possible by recent computational advances in Chern–Simons theory, reveals their stability: for any given negative N and any given knot the set of coefficients of the polynomial in rth symmetric representation does not change with r, if it is large enough. This fact reflects the non-trivial and previously unknown properties of the differential expansion, and it turns out that from this point of view there are universality classes of knots, characterized by a single integer, which we call defect, and which is in fact related to the power of Alexander polynomial. © 2015, Pleiades Publishing, Inc.",,,"English",Article,Scopus,2-s2.0-84940179173
"Sokolov A., Chulok A.","55145232200;56669650700;","Priorities for future innovation: Russian S&T Foresight 2030",2015,"Futures",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963576474&doi=10.1016%2fj.futures.2015.12.005&partnerID=40&md5=0a4c7c12f361a734bd4500d17ac33e4e","Under the transition to a market economy Russian science, technology and innovation (STI) has changed dramatically. After the crisis of late 1990s, the government declared science and technology (S&T) as one of national priorities and started increasingly investing in this sector but it has not led to the tangible output like a bigger volume of high-tech exports or a higher share of international publications. A number of policy instruments have been introduced to increase the efficiency of STI policies. One of them is S&T Foresight. The activities aimed at identification of national S&T priorities and series of Foresight studies have helped to understand which areas are most promising for sustaining existing competitive advantages and building new ones via gradual shift from the resource-based economy towards the technology-oriented one. The paper presents the design and organisation of a large-scale Russian S&T Foresight exercise as a fully-fledged instrument of the national STI policy and discusses the achieved results and their use for policies at different levels. © 2015 Elsevier Ltd","Foresight methodology; Priority research areas; Science and technology Foresight; Science, technology and innovation policy","future prospect; government; innovation; market transition; research and development; science and technology; technology policy; Russian Federation","English",Article,Scopus,2-s2.0-84963576474
"Abzalov A., Bakhmatov I., Musaev E.T.","56708889200;23093121300;35223818100;","Exceptional field theory: SO(5,5)",2015,"Journal of High Energy Physics",29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934902799&doi=10.1007%2fJHEP06%282015%29088&partnerID=40&md5=83ed156ffd5b750728a75b68b2200e3e","Abstract: We construct Exceptional Field Theory for the group SO(5, 5) based on the extended (6+16)-dimensional spacetime, which after reduction gives the maximal D = 6 supergravity. We present both a true action and a duality-invariant pseudo-action formulations. All the fields of the theory depend on the complete extended spacetime. The U-duality group SO(5, 5) is made a geometric symmetry of the theory by virtue of introducing the generalised Lie derivative that incorporates a duality transformation. Tensor hierarchy appears as a natural consequence of the algebra of generalised Lie derivatives that are viewed as gauge transformations. Upon truncating different subsets of the extra coordinates, maximal supergravities in D = 11 and D = 10 (type IIB) can be recovered from this theory. © 2015, The Author(s).","Gauge Symmetry; String Duality; Supergravity Models",,"English",Article,Scopus,2-s2.0-84934902799
"Tyutnev A.P., Parris P.E., Saenko V.S.","7005402871;22968571200;7103137190;","Non-dispersive carrier transport in molecularly doped polymers and the convection-diffusion equation",2015,"Chemical Physics",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934982758&doi=10.1016%2fj.chemphys.2015.06.001&partnerID=40&md5=941cb6b399cfe6b3f7344455fd76a3d1","We reinvestigate the applicability of the concept of trap-free carrier transport in molecularly doped polymers and the possibility of realistically describing time-of-flight (TOF) current transients in these materials using the classical convection-diffusion equation (CDE). The problem is treated as rigorously as possible using boundary conditions appropriate to conventional time of flight experiments. Two types of pulsed carrier generation are considered. In addition to the traditional case of surface excitation, we also consider the case where carrier generation is spatially uniform. In our analysis, the front electrode is treated as a reflecting boundary, while the counter electrode is assumed to act either as a neutral contact (not disturbing the current flow) or as an absorbing boundary at which the carrier concentration vanishes. As expected, at low fields transient currents exhibit unusual behavior, as diffusion currents overwhelm drift currents to such an extent that it becomes impossible to determine transit times (and hence, carrier mobilities). At high fields, computed transients are more like those typically observed, with well-defined plateaus and sharp transit times. Careful analysis, however, reveals that the non-dispersive picture, and predictions of the CDE contradict both experiment and existing disorder-based theories in important ways, and that the CDE should be applied rather cautiously, and even then only for engineering purposes. © 2015 Elsevier B.V. All rights reserved.","Green function; Multiple trapping model; Theory versus experiment",,"English",Article,Scopus,2-s2.0-84934982758
"Potomskii S.Y., Kosinskii A.V.","49362041600;6602679552;","Inductive displacement analog-to-digital converter of time type",2015,"Measurement Techniques",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943455182&doi=10.1007%2fs11018-015-0699-x&partnerID=40&md5=fe5da78157c3abfb3df8f456eea7ac4e","An inductive time-type analog-to-digital converter for linear displacements has been developed in which the displacement-phase conversion step has been eliminated. The displacement is directly converted into a time interval and then into a digital code. The functional circuit of the converter and its mathematical description are presented. © 2015 Springer Science+Business Media New York.","Inductive sensor; Linear characteristic of conversion; Time type AD converter","Frequency converters; Inductive sensors; AD converters; Analog to digital converters; Digital codes; Displacement phase; Functional circuits; Linear characteristics; Linear displacements; Mathematical descriptions; Analog to digital conversion","English",Article,Scopus,2-s2.0-84943455182
"Feigin B., Jimbo M., Miwa T., Mukhin E.","7006562936;57193339345;7201645478;7005230792;","Quantum toroidal gl<inf>1</inf> and Bethe ansatz",2015,"Journal of Physics A: Mathematical and Theoretical",19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934880988&doi=10.1088%2f1751-8113%2f48%2f24%2f244001&partnerID=40&md5=88a18c0b2bad4c1e3d5cfc3cc62e2d39","We establish the method of Bethe ansatz for the XXZ type model obtained from the R matrix associated to quantum toroidal gl<inf>1</inf>. We do this by using shuffle realizations of the modules and by showing that the Hamiltonian of the model is obtained from a simple multiplication operator by taking an appropriate quotient. We expect this approach to be applicable to a wide variety of models. © 2015 IOP Publishing Ltd.","Bethe ansatz; quantum toroidal algebra; shuffle algebra",,"English",Article,Scopus,2-s2.0-84934880988
"Zabrodin A., Zotov A.","7004036132;35448469200;","Classical-Quantum Correspondence and Functional Relations for Painlevé Equations",2015,"Constructive Approximation",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937758062&doi=10.1007%2fs00365-015-9284-4&partnerID=40&md5=3928482d87d7241d4c99870c620a5bed","In light of the quantum Painlevé–Calogero correspondence, we investigate the inverse problem. We imply that this type of the correspondence (classical-quantum correspondence) holds true, and we find out what kind of potentials arise from the compatibility conditions of the related linear problems. The latter conditions are written as functional equations for the potentials depending on a choice of a single function—the left-upper element of the Lax connection. The conditions of the correspondence impose restrictions on this function. In particular, it satisfies the heat equation. It is shown that all natural choices of this function (rational, hyperbolic, and elliptic) reproduce exactly the Painlevé list of equations. In this sense, the classical-quantum correspondence can be regarded as an alternative definition of the Painlevé equations. © 2015, Springer Science+Business Media New York.","Functional relations; Painlevé equations; Painlevé–Calogero correspondence",,"English",Article,Scopus,2-s2.0-84937758062
"Skopenkov M.","56568146400;","When is the set of embeddings finite up to isotopy?",2015,"International Journal of Mathematics",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931560888&doi=10.1142%2fS0129167X15500512&partnerID=40&md5=5d071537b2bd8ee6d22e2ac2d0064543","Given a manifold N and a number m, we study the following question: is the set of isotopy classes of embeddings N → Sm finite? In case when the manifold N is a sphere the answer was given by A. Haefliger in 1966. In case when the manifold N is a disjoint union of spheres the answer was given by D. Crowley, S. Ferry and the author in 2011. We consider the next natural case when N is a product of two spheres. In the following theorem, FCS(i, j) ⊂ ℤ2 is a specific set depending only on the parity of i and j which is defined in the paper. Theorem. Assume that m &gt; 2p + q + 2 and m &lt; p + 3q/2 + 2. Then the set of isotopy classes of C1-smooth embeddings Sp × Sq → Sm is infinite if and only if either q + 1 or p + q + 1 is divisible by 4, or there exists a point (x, y) in the set FCS(m - p - q, m - q) such that (m - p - q - 2)x + (m - q - 2)y = m - 3. Our approach is based on a group structure on the set of embeddings and a new exact sequence, which in some sense reduces the classification of embeddings Sp × Sq → Sm to the classification of embeddings Sp+q {square cup} Sq → Sm and Dp × Sq → Sm. The latter classification problems are reduced to homotopy ones, which are solved rationally. © 2015 World Scientific Publishing Company.","embedding; isotopy; knot; knotted torus; Smooth manifold; surgery",,"English",Article,Scopus,2-s2.0-84931560888
"Shapiro D.S., Zhukov A.A., Pogosov W.V., Lozovik Y.E.","24759719500;56727514200;6602104307;16421007700;","Dynamical Lamb effect in a tunable superconducting qubit-cavity system",2015,"Physical Review A - Atomic, Molecular, and Optical Physics",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937441032&doi=10.1103%2fPhysRevA.91.063814&partnerID=40&md5=1e0c87d47956d24bc368908bae76f10c","A natural atom placed into a cavity with time-dependent parameters can be parametrically excited due to interaction with the quantized photon mode. One of the channels for this process is the dynamical Lamb effect, induced by a nonadiabatic modulation of the atomic-level Lamb shift. However, in experiments with natural atoms it is quite difficult to isolate this effect from other mechanisms of atom excitation. We point out that a transmission line cavity coupled with a superconducting qubit (an artificial macroscopic atom) provides a unique platform for observation of the dynamical Lamb effect. A key idea is to exploit a dynamically tunable qubit-resonator coupling, which was implemented quite recently. By varying the coupling nonadiabatically, it is possible to parametrically excite a qubit through a nonadiabatic modulation of the Lamb shift, even if the cavity was initially empty. The dynamics of such a coupled system is studied within the Rabi model with a time-dependent coupling constant and beyond the rotating-wave approximation. An efficient method to increase the effect through the periodic and nonadiabatic switching of the qubit-resonator coupling energy is proposed. © 2015 American Physical Society. ©2015 American Physical Society.",,"Atoms; Modulation; Quantum optics; Resonators; Atom excitation; Beyond the rotating wave approximations; Coupled systems; Coupling constants; Resonator coupling; Superconducting qubits; Time dependent; Time dependent parameter; Quantum computers","English",Article,Scopus,2-s2.0-84937441032
